interaction_id,item_id,user_id,type,value,timestamp
89b4bbdd-33f6-40ab-b75e-b5e300b39071,event89,user60,view,1,2024-01-25 11:46:48.405869
c424c6c3-d416-450c-ac43-be30d80a2e4a,event74,user65,click,1,2023-05-18 19:51:34.747180
15c377ca-e2fe-45f6-aea1-6a066ae5e461,event20,user65,like,1,2024-01-24 00:39:46.246424
7764116c-a884-46b2-9221-1b45794d1c10,event89,user65,duration,1,2023-02-24 22:28:12.620583
ccb9c3e2-bcc5-4b48-ab84-2baed50676ca,event74,user72,skip,1,2022-10-12 10:16:56.790928
34125fd4-1e9d-4efe-ab7b-0d1de04cdc65,event20,user72,purchase,1,2023-11-26 17:49:50.451553
94b77d1a-d909-483a-9fde-343ce6324811,event89,user72,view,1,2023-05-13 03:16:17.781468
5dce05a3-4754-45ef-8661-12d4d0c1fa60,event74,user87,purchase,1,2024-01-13 13:22:49.295074
a3207690-9d5e-46d5-b26a-b64e9d58d014,event20,user87,like,1,2024-08-02 18:39:12.046836
96e0fa3e-7715-43d2-8862-3a104b02b25c,event89,user87,click,1,2023-11-10 03:08:02.464485
0f39a40d-935e-4cd3-b2f8-3e746d75b47e,event74,user98,purchase,1,2023-03-24 09:00:34.912878
6b34446b-cf0b-4f6e-8624-c51adbb28cfc,event20,user98,purchase,1,2022-10-14 14:03:54.670844
5a2d3124-f586-4d95-babd-3f16fe566747,event89,user98,click,1,2023-12-25 01:48:18.600106
4356a690-5da5-436b-9c5d-1a6a3951005a,event74,user120,add_to_basket,1,2023-11-30 05:39:08.236326
5f537d37-12f8-4ce0-92b3-7efc217a6ee4,event20,user120,dislike,1,2023-09-23 12:22:36.610528
8d8c657c-d346-4b8e-b088-8ca9ab8d7bb6,event89,user120,click,1,2022-11-27 19:20:09.607987
123ccbbe-7d5c-4567-bd9c-2e292f170e00,event74,user130,skip,1,2024-01-08 01:57:13.785311
97c041c7-0ed7-4c69-9562-f2386bf6c122,event20,user130,like,1,2022-08-12 21:03:38.384778
615ebe88-51ce-4001-8e37-e37f1ae2353e,event89,user130,add_to_basket,1,2024-01-21 05:14:35.945400
8c9d5584-4596-4c53-9093-b047051f4f6d,event74,user137,purchase,1,2024-07-21 10:58:18.045627
b31ac54f-8806-428d-b4f7-2e9d8a50d404,event20,user137,duration,1,2023-06-23 19:31:10.968735
1583e824-daf7-45c5-8de4-ac99a854fcc7,event89,user137,duration,1,2023-10-11 18:49:29.151708
a0310c16-0374-4144-9671-afbb5b5a59da,event74,user160,click,1,2022-12-28 03:48:20.436192
c09dd1e1-5ef9-4e0c-897a-72ffd603172d,event20,user160,like,1,2023-05-26 22:05:03.753744
a603aab9-1fd6-4420-be89-f07aa6c35db9,event89,user160,duration,1,2022-12-06 02:20:11.123903
4964be4d-3e89-49d4-8057-050a315993ac,event74,user165,duration,1,2023-09-04 18:17:25.853459
a310788c-457b-4064-864f-e93dffde1bbd,event20,user165,dislike,1,2023-05-19 22:46:51.771101
b71548cb-09d4-41e5-a97f-c6cb5090568e,event89,user165,skip,1,2022-12-22 12:31:00.885204
5040cfe2-c549-47ac-9875-126ab1e891d9,event74,user170,view,1,2023-09-22 08:06:05.851355
2f500109-710b-44ae-8ff6-83325cca0e7b,event20,user170,duration,1,2022-10-13 14:33:57.806714
2861dc9e-e4b7-466c-b10f-8d48f755f739,event89,user170,like,1,2022-12-21 23:33:02.612722
95b81790-d3c1-4c36-be52-e5b80c1d1a0c,event74,user187,add_to_basket,1,2023-10-21 10:39:44.586595
48588e96-07d6-41de-b5ea-b3f6a66c0334,event20,user187,add_to_basket,1,2023-03-02 22:30:59.087506
21bb2265-7563-43be-9514-27e334cf5c06,event89,user187,dislike,1,2024-07-09 00:07:38.557504
eef2a917-725f-4de5-9330-234dd1ddee79,event74,user201,purchase,1,2023-10-25 04:13:56.228926
1426d308-7d5d-498b-9b69-6c0aed4e01d7,event20,user201,attended,1,2023-05-17 02:30:06.847962
fac42668-a6bb-4631-8ac7-67fbd079c15a,event89,user201,view,1,2022-11-22 15:48:30.948883
26336a63-f7c0-493b-8d45-819a1009b2f1,event74,user235,purchase,1,2022-12-24 12:43:57.390440
5de83f3c-afcb-40ce-b681-8b44cd9e4770,event20,user235,skip,1,2023-01-04 00:23:38.187772
98e6b26f-a679-46a5-b935-43d06cbaa64e,event89,user235,click,1,2023-03-01 02:32:38.511871
602d3edc-9e46-4eaa-8ab5-d76d967e2d22,event74,user237,add_to_basket,1,2022-09-17 11:42:43.092112
27544e16-a7b9-4f98-a2a1-1e4ec10bdb87,event20,user237,duration,1,2023-03-24 15:20:33.593294
a062a950-7160-4ff4-a98d-35af9279174f,event89,user237,dislike,1,2023-11-03 03:17:12.895750
c054902a-39fc-4fea-8dc9-73d44d38b660,event74,user242,view,1,2024-01-15 07:42:35.712550
3009b625-bb25-4e04-b918-002022987fbf,event20,user242,skip,1,2023-07-09 16:56:36.687562
a6c33356-809c-4bf2-9faa-19979ad22a16,event89,user242,like,1,2024-06-26 09:05:03.899375
e77a579e-8a5f-4b24-9a35-5e938d453600,event74,user249,purchase,1,2023-05-12 21:03:32.865242
053522c5-8aa1-4893-b678-49c923469d42,event20,user249,add_to_basket,1,2023-05-01 22:06:01.518629
5c1a5f0d-34e6-4da9-afbc-9a3ab06c6e1f,event89,user249,view,1,2023-03-06 15:56:11.047513
f223df3c-e9d6-49c8-9d45-6a9ffbcebdd0,event74,user255,purchase,1,2024-07-19 14:37:45.477667
2fbfb545-9170-48bc-886c-7c60a2b1ce03,event20,user255,click,1,2023-12-06 23:12:48.254908
2def7794-762b-424b-9379-bdddf073591d,event89,user255,skip,1,2023-03-23 01:55:12.681086
bd8dec20-8f00-4ab1-855f-346d20ba794d,event74,user261,like,1,2024-04-09 11:00:27.122259
b76ef529-50a8-43c6-80cd-50afcc20fcb8,event20,user261,click,1,2024-02-24 02:14:59.526092
b6f1e8a1-edd5-431b-b6f3-5baa4a310fc8,event89,user261,click,1,2024-02-05 21:36:15.370129
29ff7c7d-ff7c-4053-82f8-d2e2805369b9,event74,user268,skip,1,2023-09-29 13:10:34.563627
24d034db-0225-43c8-b5db-7b23ae18beb8,event20,user268,attended,1,2023-08-14 00:23:29.838495
777ee4f6-5d3e-4bf7-a708-4c74e4446571,event89,user268,view,1,2023-11-14 04:06:30.092949
5b0c0658-5e3a-4caa-84a0-f466f1892644,event74,user288,dislike,1,2023-04-04 22:13:56.594042
202b2356-5182-49ed-bbdb-14b8b6007c39,event20,user288,view,1,2024-01-19 23:34:17.693410
65182b81-5eff-4618-8851-29c5399d7cc5,event89,user288,dislike,1,2024-03-14 20:38:15.117543
3a0ca9ef-178e-4c89-91fc-56c8dd8eca1d,event74,user302,attended,1,2023-04-09 08:22:07.065354
3f4a43cf-149a-4138-8b9f-5f52021463bd,event20,user302,duration,1,2023-10-24 09:57:35.542563
f61b9bcd-eff3-4b13-aad0-e40fc819c24f,event89,user302,purchase,1,2024-06-30 16:46:35.175088
99a0e846-e93e-451a-bc47-f910761999ea,event74,user322,purchase,1,2022-09-26 11:50:35.794214
f1b6986d-6932-479a-8f66-6bfd20016a9a,event20,user322,view,1,2023-04-24 00:29:26.984076
b97ae590-c084-4e12-8588-c5ca3f5a543a,event89,user322,skip,1,2022-10-17 13:01:56.928457
b37bde08-d109-4dcd-b792-1ee068bf3e4c,event74,user333,add_to_basket,1,2022-08-31 18:56:31.323097
4c0a6a48-f4a5-49a9-b513-2f1904a49da8,event20,user333,attended,1,2023-02-08 01:25:48.602292
e6489db9-b190-4aa8-aa18-2ca1eec41686,event89,user333,view,1,2023-09-11 23:59:38.708991
00a3fec7-24b7-4f1b-8c1f-eaac36391707,event74,user335,add_to_basket,1,2023-03-17 20:46:48.693539
9de00d90-e066-4a7d-ba7c-336243e7b92b,event20,user335,add_to_basket,1,2023-12-16 01:45:38.977123
98e63f46-b181-4ef1-bc35-1345f4231aac,event89,user335,add_to_basket,1,2023-01-09 14:33:00.568474
cbd72871-795f-4786-95f1-c993c17ccb34,event74,user366,click,1,2024-06-25 11:44:50.274200
7b5b4838-1777-4220-bb46-34db3c14ca8e,event20,user366,like,1,2023-03-21 15:19:10.475167
cf47fab5-a326-43ea-b77e-1fef4767b5ac,event89,user366,dislike,1,2023-05-29 14:03:40.794440
5d566d12-9d61-422c-b02b-0aa401624cd8,event74,user368,skip,1,2024-08-03 23:37:19.090824
5906f0f6-2ebe-4cd1-8704-71de7e6dee60,event20,user368,skip,1,2023-09-08 16:46:40.395561
376c134a-49d3-4127-adba-4e20375dd0b3,event89,user368,purchase,1,2024-04-11 23:07:47.649111
d4539b1f-53e0-400e-b37c-73a6ade99650,event74,user394,add_to_basket,1,2023-06-03 15:50:03.097163
a85c3c40-d09e-40f0-973c-c5c16b471ac0,event20,user394,skip,1,2023-05-20 00:12:24.989523
9922ea08-3258-4449-a4a0-7d97aaf8db92,event89,user394,add_to_basket,1,2023-08-30 07:22:38.053124
f8202d27-7b30-4b19-a58c-fbe73b1bfdda,event74,user396,add_to_basket,1,2024-03-20 01:40:11.045033
1d13b106-6a7c-480c-9522-e460d1debfa0,event20,user396,attended,1,2024-06-05 19:32:19.390119
7638e994-6130-4ca9-87e0-0243407677cb,event89,user396,skip,1,2023-07-01 12:01:26.965221
cbe01b7a-8161-41ce-9d52-7c53d40deed5,event74,user403,duration,1,2023-10-11 17:50:50.052371
a66ceb25-1b5d-4062-98d9-18909467a0eb,event20,user403,purchase,1,2023-05-09 04:17:41.351130
0a7d06e4-2048-4508-a302-cd06a9c5d32b,event89,user403,add_to_basket,1,2023-08-24 19:14:56.007194
81e0a40e-a3d4-429c-ae01-53e0cb5931ff,event74,user420,add_to_basket,1,2024-05-25 03:13:31.932477
4fb71441-e2e5-4676-9684-3a32c8ef0383,event20,user420,dislike,1,2022-10-22 05:30:36.898393
f60cfac4-92c2-44ac-a321-1277511c958a,event89,user420,dislike,1,2023-07-14 21:56:30.550534
ede805c7-244b-4de0-8cc5-8a121abdbc27,event74,user422,view,1,2023-03-14 22:25:49.285172
328a6b03-8a1a-47c3-8474-4b665b0b0fee,event20,user422,click,1,2023-01-26 04:03:10.986415
ae28f543-eff4-4ad1-b316-e3702e5f3b67,event89,user422,purchase,1,2023-07-25 02:58:10.323980
20fbfd59-fcbb-42fa-83ec-5980bf348156,event74,user436,purchase,1,2023-10-06 12:33:52.086040
d85e1b26-5c61-4fa6-a163-55d20a6dd721,event20,user436,duration,1,2024-03-21 07:08:37.302466
43624971-5698-403b-ab66-449bc680f98a,event89,user436,like,1,2023-12-12 12:14:58.925730
9ec8fb18-e38a-4f14-837e-9816beac07cb,event74,user445,like,1,2024-04-22 14:56:27.867435
f2a00f15-f480-4e2a-8926-4709035d7f70,event20,user445,dislike,1,2022-10-11 13:34:43.486068
e1993b86-56ff-4d9d-b6d8-1ce502914c2c,event89,user445,view,1,2023-06-05 21:04:13.091487
65975043-22a1-47ec-80be-e04589adce72,event74,user454,dislike,1,2024-01-14 09:19:36.974754
f0ae371c-320f-4a67-b046-995236b8c36a,event20,user454,add_to_basket,1,2023-06-13 13:40:33.611370
149f8615-205a-4f0e-8402-1e7b18301eae,event89,user454,skip,1,2023-06-19 14:21:52.760445
5e633d23-abcc-4f06-bd63-ea37bdbc6d16,event74,user457,dislike,1,2023-09-16 04:29:08.006932
ec0c0090-cfbe-48f9-9b80-bb784288a510,event20,user457,duration,1,2023-07-28 10:51:18.281993
4d718c31-cdb6-4f97-8705-5543238c7c3e,event89,user457,purchase,1,2022-08-18 12:44:38.410740
a0dd6874-9907-4ad6-9cef-5016bfbd11ac,event74,user473,add_to_basket,1,2023-12-01 09:25:50.137917
18f5d3f2-1dd5-4844-9d3b-16422bbc2727,event20,user473,add_to_basket,1,2022-11-12 00:49:28.282755
ee94e9e3-1d69-459a-aac1-f2fa0b137f41,event89,user473,add_to_basket,1,2022-09-09 07:50:12.866730
de84bb88-b5d2-4fbd-8c16-198d77b62678,event74,user515,attended,1,2023-12-11 11:13:12.315648
666f38ee-c47a-49ba-a3b4-9c092da5ab4d,event20,user515,click,1,2023-12-29 10:15:01.975248
a4d27d70-2e84-4c4d-a236-82883157f555,event89,user515,dislike,1,2023-09-08 13:24:45.112905
8e8debcf-cc4a-4b99-a438-76b2317b9377,event74,user521,like,1,2024-07-26 20:55:27.785972
3f931a6e-8deb-4114-90f3-d5d4e5c52745,event20,user521,like,1,2023-11-11 12:42:47.842580
a9b2056c-2c8a-4244-985d-0e61a82f1540,event89,user521,dislike,1,2022-12-08 03:46:08.920777
d60b05c6-a8ff-4a5b-8590-c94c4b420446,event74,user525,skip,1,2024-04-17 23:49:21.440354
a544e23f-e21b-4c00-9c12-1c6448c0a3e2,event20,user525,click,1,2022-11-28 23:01:57.735147
96d3b377-e641-4df9-b47a-9b69dcd276fa,event89,user525,add_to_basket,1,2023-03-03 14:58:24.185546
c93f3ccb-9407-4ee7-9db5-e215df6c93b4,event74,user533,skip,1,2023-04-14 02:59:55.297081
f05a7cd7-353e-4289-9493-12dd01a42c53,event20,user533,dislike,1,2024-03-04 00:49:58.701756
981af90e-c310-4833-99b0-b2a1fb0b9561,event89,user533,skip,1,2023-08-30 23:37:38.059200
507166aa-9eb6-4e34-a807-ef35afb4343c,event74,user553,like,1,2023-08-25 14:20:34.542624
6b016135-38cd-49cf-b29c-6bb27fa825e1,event20,user553,purchase,1,2022-10-06 21:12:04.693215
c2d42522-42d6-4aa6-bdf2-e0b84d7467e2,event89,user553,click,1,2024-04-27 23:01:11.272216
dfcce846-2bec-4988-a940-98eae912dd32,event74,user568,skip,1,2022-11-21 07:02:30.100922
4a9329a5-0f90-4574-9938-7ba1b17d3320,event20,user568,dislike,1,2024-06-18 12:13:35.402330
0d0dcce9-1ebc-4554-b0fd-2f93eedd424d,event89,user568,duration,1,2023-08-08 20:48:53.975454
283ec307-3227-4f0f-9658-de49d81ec4cd,event74,user571,purchase,1,2022-09-16 08:51:42.484488
52aca1d0-7e2e-4059-960b-2c7d166384cb,event20,user571,purchase,1,2023-03-18 23:14:19.827996
89f1a8db-977d-4868-bb4a-fc9bd03b5262,event89,user571,click,1,2024-03-27 12:24:48.636807
59126a34-fc1a-4083-b1c4-7060c60f5b66,event74,user577,dislike,1,2023-05-27 17:45:27.766362
3b143008-4dfb-4eb0-9c32-03e8c1b1f9da,event20,user577,add_to_basket,1,2023-07-02 09:11:33.210209
f6b198fe-890a-4315-914a-b7791c83e9a0,event89,user577,attended,1,2022-10-07 16:19:12.979093
145d5982-c1d9-4d69-a04f-fddb9ccece57,event74,user585,add_to_basket,1,2023-10-25 04:16:11.631330
c27d9dbe-011b-432c-9469-3767e38633af,event20,user585,click,1,2023-01-03 15:36:12.868157
3e11f9b2-fffe-42e3-bd8e-583f9eecc364,event89,user585,purchase,1,2023-01-11 06:47:41.144477
aad0e66b-a909-42f6-b983-25bfa1d7e63a,event74,user594,like,1,2023-01-13 03:51:18.668787
ccc809eb-7f96-49c0-9d0a-74dabfbcfb26,event20,user594,like,1,2022-08-22 04:27:20.979602
b4e5c2e9-adb1-4696-80c5-0e059706ae2b,event89,user594,duration,1,2024-05-19 02:02:39.191733
f5a4c6b4-178a-40dc-8cbc-b3a5de4bc6f0,event74,user614,skip,1,2023-01-18 09:20:05.383347
c1938cc3-e0db-4328-a367-208739263e5e,event20,user614,click,1,2023-05-23 06:39:57.785241
6a22ff6f-aa83-482c-a7fb-dbe7051ed0c4,event89,user614,click,1,2024-07-20 20:08:45.912622
d23b00c8-51b3-4a5c-b4e4-56b1a84e88b0,event74,user621,like,1,2023-03-02 23:45:56.565633
7a27e012-6670-4c13-9e63-4576463f53ca,event20,user621,dislike,1,2023-06-08 21:16:43.430695
ce3113a2-c5ae-4783-8b7d-7b5c0c222b8c,event89,user621,skip,1,2024-07-06 04:54:42.642421
710a4087-88b0-418b-9874-6797c8857c97,event74,user622,duration,1,2022-10-14 01:50:35.110542
75a38e84-fd9a-48cd-92d8-dea087340761,event20,user622,attended,1,2022-12-10 20:32:23.263747
3e533310-62d3-4942-b8be-0425b293bfff,event89,user622,skip,1,2022-08-30 00:09:38.171086
97f6e247-b518-48e0-9fd9-06746eec7ca5,event74,user631,duration,1,2023-07-25 02:07:50.106890
1b617dac-c4d7-44cb-ac72-b913c374b0a6,event20,user631,purchase,1,2022-08-11 10:58:46.413331
385d71d7-7aa2-41e4-a7ab-19784eea20c0,event89,user631,click,1,2023-03-29 17:12:29.999480
15d49f59-fba6-4fee-80cd-fb80cb82f4e3,event74,user637,purchase,1,2022-08-16 16:59:23.463195
99f739fb-557d-4e9a-a57d-84711e8e1a7f,event20,user637,attended,1,2023-03-05 04:44:58.051324
7a307741-bd00-4697-8c2e-62b880c6fa37,event89,user637,add_to_basket,1,2022-12-14 08:00:51.771846
6db2c576-6d41-47eb-8736-6e7285f5d4a9,event74,user640,like,1,2024-02-05 21:51:52.712282
1ebdfdac-13d7-4581-9069-f29ad023f377,event20,user640,dislike,1,2024-07-26 08:30:31.527179
39511723-520e-4e2f-b4b9-96301141c27c,event89,user640,add_to_basket,1,2023-11-16 12:21:47.908450
b5ea6124-0db4-461c-80dc-a84e4ad0b803,event74,user642,dislike,1,2022-08-24 08:31:10.946188
3ad808da-644f-41d5-b6a9-a8eaf08bf32d,event20,user642,attended,1,2023-06-20 19:38:47.220256
294a17e4-f3c1-408e-be8c-6db51cd97b65,event89,user642,attended,1,2023-09-11 08:50:34.690557
ad5c4a06-590a-4a80-b068-274f4cf4d242,event74,user659,purchase,1,2024-02-18 07:50:42.730153
55ed3145-2856-4e1f-bff7-bfb2dc8c6af5,event20,user659,dislike,1,2024-02-24 17:19:15.446220
9b4a2e58-202e-4b33-87fd-8b57d869af87,event89,user659,view,1,2023-02-04 11:47:44.976240
ba944800-8096-4ec3-b555-890a5016d54d,event74,user661,dislike,1,2024-02-19 18:09:22.357234
b6da560a-efe8-4cf3-b0ad-2a8adff3f5f8,event20,user661,dislike,1,2023-03-22 01:01:03.525290
e85da314-9111-47fa-b885-8cdbfd4c255e,event89,user661,purchase,1,2022-09-29 01:39:14.504010
0835927e-b711-4eb8-b986-c63c63ec3fd7,event74,user665,add_to_basket,1,2023-05-30 08:13:48.986733
3b69d249-cb9b-4eed-89ea-2333f6748449,event20,user665,skip,1,2023-06-12 08:38:07.147424
25e9092f-f92e-49e5-a212-2deba047bf40,event89,user665,dislike,1,2023-01-29 01:32:17.002707
7f3ea631-4a67-4e54-82b5-3e0833121d32,event74,user687,like,1,2024-07-04 17:29:34.267700
6540144e-2a50-4ee8-b726-6f47a0112432,event20,user687,duration,1,2023-11-23 11:27:40.122320
bdd60b20-df2d-47b5-a181-45319507880b,event89,user687,attended,1,2023-08-12 07:31:19.867594
4775325c-ae3d-4fc2-9ace-aad0b7e26ea2,event74,user691,view,1,2023-04-04 13:14:23.629090
0584997a-1445-49f2-92a0-a69b384caed5,event20,user691,add_to_basket,1,2024-05-18 07:22:05.827282
39adcdbf-90cd-4b12-a087-360ec2c15a33,event89,user691,duration,1,2023-05-25 23:36:54.120414
7b32abb4-3e9d-4d43-a293-13fac71b09e0,event74,user713,skip,1,2024-04-13 23:46:44.074097
f8dcb6f9-7dde-4491-ad7d-3bade74a4c8b,event20,user713,dislike,1,2022-12-14 15:55:26.473275
2c9387ca-a863-48ce-979b-507076175ab8,event89,user713,skip,1,2024-06-25 17:14:57.777225
a37e4343-e3df-46a7-b952-9ebda1063d9a,event74,user726,click,1,2024-04-19 22:14:41.560648
c0c2eff3-a73a-419b-83d2-a729935f369f,event20,user726,like,1,2024-06-21 08:37:10.064508
90ef623d-00cc-4ddf-9599-11a525972573,event89,user726,skip,1,2024-04-26 17:40:47.130860
77fa59b8-9f71-47dc-89f2-71cc9d33a524,event74,user729,click,1,2022-08-19 01:38:40.109979
9c7bae97-d7a1-4ece-99b3-7dedea712038,event20,user729,purchase,1,2024-03-17 02:33:59.126066
3730fafb-fd4e-411a-a53d-55133c5bd029,event89,user729,duration,1,2023-07-24 06:56:02.877846
341e6d4e-3ad8-43b1-9200-6c808f3fa85e,event74,user733,view,1,2023-03-13 12:45:32.445826
67b36789-95e7-4a94-a3a8-88b3a19b35f3,event20,user733,attended,1,2023-04-05 08:47:42.470312
c876b341-f428-4fae-ac95-e129d88182a9,event89,user733,duration,1,2024-03-08 19:27:58.880225
4abdef41-1308-4417-8832-8f32bf53bd4f,event74,user738,click,1,2024-08-01 00:38:26.309916
d40b0e4f-183d-4742-9a3b-aaf0f7a0952e,event20,user738,duration,1,2023-09-03 12:17:15.148440
d648d9d8-67c9-42d6-8d7b-e712b53857f7,event89,user738,skip,1,2023-01-03 05:49:33.819018
c63f73cd-988c-457a-af61-634e10f5ca89,event74,user786,click,1,2024-03-25 08:20:07.333981
12a22116-2552-4e64-857a-0a84a5f996e7,event20,user786,duration,1,2024-01-11 18:11:33.879394
bb5e3b28-cfb0-4704-8f1e-af41d5bb03a8,event89,user786,purchase,1,2024-07-04 02:17:30.947331
078f667e-b548-48ce-abe6-dd2a33d24c34,event74,user788,attended,1,2023-06-18 17:33:19.200661
244dd25a-07a1-4fb5-b85d-ccfc8dd9edbe,event20,user788,dislike,1,2024-05-22 01:07:32.354649
3b4b700b-8f31-4d8c-857d-5ad72853f375,event89,user788,click,1,2024-07-03 06:50:29.353020
a1c41c3c-cb2d-4f37-bb44-c8bc8f4a4a26,event74,user794,add_to_basket,1,2024-05-02 12:19:48.928491
c7c661d9-8cd3-44ef-94b5-a58c390fa386,event20,user794,skip,1,2023-01-31 04:34:16.793082
9d958d00-5fc0-45d2-80f0-c714404fa672,event89,user794,add_to_basket,1,2024-04-23 05:59:53.335814
950c48f0-b9cb-45dd-a69e-993bef33808f,event74,user821,click,1,2023-02-28 18:53:26.667945
a75b5a96-ca41-4e8e-b467-e1afd69c98ae,event20,user821,attended,1,2022-12-29 09:37:17.540282
24d91b37-1d25-4270-bd31-8a981b60c6a3,event89,user821,purchase,1,2022-10-04 08:03:53.494314
54af0f7b-b4af-4209-a0f0-8e3041ae446a,event74,user833,skip,1,2022-08-31 12:28:49.940972
fca301d8-5a36-4337-b8b4-490211b5dafe,event20,user833,like,1,2023-09-10 13:33:15.023346
fdd2042f-f6b2-4585-b7dd-456043218820,event89,user833,click,1,2024-05-11 18:51:29.390894
45017862-25e9-4db2-a1aa-eb5ae23103a4,event74,user841,attended,1,2022-10-28 15:26:49.965573
892cd9c0-cc4a-4e5e-ae18-4eed2cc55523,event20,user841,add_to_basket,1,2024-07-14 16:35:26.574512
2b533991-5ce1-475b-9e23-d1b633e5892b,event89,user841,attended,1,2022-08-12 03:53:44.391718
f322c183-d3b7-45b3-8fef-92c50af04afe,event74,user842,purchase,1,2024-03-26 00:27:54.193824
f51833ad-5dc2-409a-ac08-918113f42624,event20,user842,like,1,2022-09-02 12:41:56.536071
99a84c00-5853-4574-96f6-07329c3841bb,event89,user842,duration,1,2023-07-13 15:18:40.343614
e5e2c5b0-c930-4439-9806-f47317b47658,event74,user849,purchase,1,2022-12-04 03:03:55.792966
81754141-5596-4e12-8879-0c5fff95fd6f,event20,user849,skip,1,2023-02-25 11:03:51.023017
90abed72-574a-4efe-8b7b-6457552a1b50,event89,user849,purchase,1,2023-07-11 05:25:33.450382
1e638e7e-7c76-4a29-a6e7-c244f5298383,event74,user851,attended,1,2023-04-23 23:18:01.463124
d5ea3cf5-4ef4-4138-b78f-008a283313d8,event20,user851,view,1,2023-07-01 06:16:25.176520
5532c502-0394-4306-8938-709b0b61d0ef,event89,user851,duration,1,2024-06-29 01:47:25.274299
ad7a8fe3-d664-4556-8099-1d8d50231b21,event74,user860,click,1,2024-05-02 06:18:44.888047
a24cf239-532b-4005-9fe5-2a6f25f0bc04,event20,user860,click,1,2024-03-17 12:21:59.495525
90c50cd1-9c76-4a79-b428-a171a797f308,event89,user860,like,1,2024-06-24 09:42:12.233374
1a73b0ef-21aa-4dd4-9ef2-3a106aaff9d3,event74,user863,like,1,2024-07-03 03:19:38.662229
eb15f808-080e-4bdc-814e-846eeff5015a,event20,user863,click,1,2023-06-05 16:38:03.626777
55281e30-863a-4785-8400-0874c2eefe07,event89,user863,add_to_basket,1,2024-08-01 07:27:44.157035
81413aa6-3bb9-45e2-b78b-ec6c1a454174,event74,user873,attended,1,2023-11-15 02:26:27.545396
42f63f01-4a5e-4906-b058-ba40154cbc79,event20,user873,attended,1,2022-12-20 15:41:28.171066
4063f696-b8e0-470d-994a-43420f8c0947,event89,user873,skip,1,2024-03-15 23:14:36.405825
